LEAID,lea_name,urbanicity
634080,San Ardo Union Elementary,Urban
634140,San Benito High,Urban
634170,San Bernardino City Unified,Urban
634230,San Bruno Park Elementary,Urban
634290,San Carlos Elementary,Urban
634320,San Diego Unified,Urban
634380,San Dieguito Union High,Urban
634410,San Francisco Unified,Urban
634425,San Gabriel Unified,Urban
634440,San Jacinto Unified,Urban
634590,San Jose Unified,Urban
634620,San Juan Unified,Urban
634680,San Leandro Unified,Urban
634710,San Lorenzo Unified,Urban
634740,San Lorenzo Valley Unified,Urban
634770,San Lucas Union Elementary,Urban
634800,San Luis Coastal Unified,Urban
634860,San Marino Unified,Urban
634880,San Marcos Unified,Urban
634920,San Mateo-Foster City,Urban
634980,San Mateo Union High,Urban
635010,San Miguel Joint Union,Urban
635040,San Pasqual Union Elementary,Urban
635070,San Pasqual Valley Unified,Urban
635090,San Rafael City Elementary,Urban
635110,San Rafael City High,Urban
635130,San Ramon Valley Unified,Urban
635220,San Ysidro Elementary,Urban
635250,Sanger Unified,Urban
635310,Santa Ana Unified,Urban
635430,Santa Clara Unified,Urban
635490,Santa Clara Elementary,Urban
635590,Santa Cruz City Elementary,Urban
635600,Santa Cruz City High,Urban
635670,Santa Maria Joint Union High,Urban
635700,Santa Monica-Malibu Unified,Urban
635790,Santa Rita Union Elementary,Urban
635810,Santa Rosa Elementary,Urban
635830,Santa Rosa High,Urban
635850,Santa Ynez Valley Union High,Urban
635880,Santee,Urban
635910,Saratoga Union Elementary,Urban
635940,Saucelito Elementary,Urban
635970,Saugus Union,Urban
636000,Sausalito Marin City,Urban
636030,Savanna Elementary,Urban
636100,Scotia Union Elementary,Urban
636180,Sebastopol Union Elementary,Urban
636210,Seeley Union Elementary,Urban
636240,Seiad Elementary,Urban
636270,Selma Unified,Urban
636330,Semitropic Elementary,Urban
636360,Sequoia Union Elementary,Urban
636390,Sequoia Union High,Urban
636420,Shaffer Union Elementary,Urban
636450,Shandon Joint Unified,Urban
636570,Shasta Union Elementary,Urban
636600,Shasta Union High,Urban
636660,Shiloh Elementary,Urban
636670,Shoreline Unified,Urban
636780,Sierra-Plumas Joint Unified,Urban
636800,Sierra Sands Unified,Urban
636805,Sierra Unified,Urban
636810,Silver Fork Elementary,Urban
636820,Silver Valley Unified,Urban
636840,Simi Valley Unified,Urban
636940,Siskiyou Union High,Urban
636960,Snelling-Merced Falls Union Elementary,Urban
636970,Snowline Joint Unified,Urban
636972,Victor Valley Union High,Urban
636990,Solana Beach Elementary,Urban
637050,Soledad Unified,Urban
637110,Solvang Elementary,Urban
637140,Somis Union,Urban
637200,Sonoma Valley Unified,Urban
637230,Sonora Elementary,Urban
637260,Sonora Union High,Urban
637290,Soquel Union Elementary,Urban
637320,Soulsbyville Elementary,Urban
637350,South Bay Union Elementary,Urban
637380,South Bay Union,Urban
637470,South Fork Union,Urban
637500,South Pasadena Unified,Urban
637530,South San Francisco Unified,Urban
637560,South Whittier Elementary,Urban
637590,Southern Humboldt Joint Unified,Urban
637620,Southern Kern Unified,Urban
637630,Southern Trinity Joint Unified,Urban
637650,Southside Elementary,Urban
637680,Spencer Valley Elementary,Urban
637710,Spreckels Union Elementary,Urban
637770,Springville Union Elementary,Urban
637830,Saint Helena Unified,Urban
637890,Standard Elementary,Urban
637950,Stanislaus Union Elementary,Urban
638010,Stockton Unified,Urban
638040,Stone Corral Elementary,Urban
638070,Stony Creek Joint Unified,Urban
638130,Strathmore Union Elementary,Urban
638220,Sulphur Springs Union,Urban
638250,Summerville Elementary,Urban
638280,Summerville Union High,Urban
638340,Sundale Union Elementary,Urban
638430,Sunnyside Union Elementary,Urban
638460,Sunnyvale,Urban
638520,Surprise Valley Joint Unified,Urban
638550,Susanville Elementary,Urban
638610,Sutter Union High,Urban
638640,Sweetwater Union High,Urban
638670,Sylvan Union Elementary,Urban
638700,Taft City,Urban
638730,Taft Union High,Urban
638770,Tahoe-Truckee Unified,Urban
638790,Tamalpais Union High,Urban
638880,Tehachapi Unified,Urban
638980,Temple City Unified,Urban
639000,Templeton Unified,Urban
639060,Terra Bella Union Elementary,Urban
639180,Thermalito Union Elementary,Urban
639210,Three Rivers Union Elementary,Urban
639300,Tipton Elementary,Urban
639420,Torrance Unified,Urban
639600,Traver Joint Elementary,Urban
639630,Travis Unified,Urban
639690,Tres Pinos Union Elementary,Urban
639720,Trinidad Union Elementary,Urban
639750,Trinity Center Elementary,Urban
639840,Trona Joint Unified,Urban
639870,Tulare City,Urban
639930,Tulare Joint Union High,Urban
639940,Tulelake Basin Joint Unified,Urban
640150,Tustin Unified,Urban
640200,Twain Harte,Urban
640230,Twin Hills Union Elementary,Urban
640260,Two Rock Union,Urban
640300,Ukiah Unified,Urban
640320,Union Elementary,Urban
640380,Union Hill Elementary,Urban
640590,Vacaville Unified,Urban
640650,Valle Lindo Elementary,Urban
640680,Vallecito Union,Urban
640710,Vallecitos Elementary,Urban
640740,Vallejo City Unified,Urban
640800,Valley Home Joint Elementary,Urban
640980,Ventura Unified,Urban
641040,Victor Elementary,Urban
641130,Vineland Elementary,Urban
641160,Visalia Unified,Urban
641190,Vista Unified,Urban
641220,Vista del Mar Union,Urban
641250,Walnut Creek Elementary,Urban
641280,Walnut Valley Unified,Urban
641400,Wasco Union Elementary,Urban
641430,Wasco Union High,Urban
641460,Washington Colony Elementary,Urban
641580,Washington Unified,Urban
641610,Washington Union Elementary,Urban
641790,Waugh Elementary,Urban
641820,Waukena Joint Union Elementary,Urban
641880,Weaver Union,Urban
641980,Weed Union Elementary,Urban
642000,West Covina Unified,Urban
642060,West Park Elementary,Urban
642120,Westside Union Elementary,Urban
642140,Western Placer Unified,Urban
642150,Westminster,Urban
642180,Westmorland Union Elementary,Urban
642210,Westside Elementary,Urban
642270,West Side Union Elementary,Urban
642300,Westwood Unified,Urban
642330,Wheatland,Urban
642350,Wheatland Union High,Urban
642420,Whitmore Union Elementary,Urban
642450,Whittier City Elementary,Urban
642480,Whittier Union High,Urban
642510,William S. Hart Union High,Urban
642540,Williams Unified,Urban
642560,Willits Unified,Urban
642580,Laytonville Unified,Urban
642600,Willow Creek Elementary,Urban
642630,Willow Grove Union Elementary,Urban
642710,Willows Unified,Urban
642750,Wilmar Union Elementary,Urban
642810,Wilsona Elementary,Urban
642900,Winship-Robbins,Urban
642930,Winters Joint Unified,Urban
642960,Winton,Urban
643080,Woodland Joint Unified,Urban
643140,Woodside Elementary,Urban
643170,Woodville Union Elementary,Urban
643200,Wright Elementary,Urban
643380,Yreka Union Elementary,Urban
643410,Yreka Union High,Urban
643470,Yuba City Unified,Urban
643560,Yucaipa-Calimesa Joint Unified,Urban
684500,Irvine Unified,Urban
691001,Amador County Office of Education,Non-Urban
691002,Butte County Office of Education,Non-Urban
691003,Calaveras County Office of Education,Non-Urban
691004,Colusa County Office of Education,Non-Urban
691005,Contra Costa County Office of Education,Non-Urban
691006,El Dorado County Office of Education,Non-Urban
691007,Fresno County Office of Education,Non-Urban
691008,Glenn County Office of Education,Non-Urban
691009,Humboldt County Office of Education,Non-Urban
691010,Imperial County Office of Education,Non-Urban
691011,Inyo County Office of Education,Non-Urban
691012,Kern County Office of Education,Non-Urban
691013,Kings County Office of Education,Non-Urban
691014,Lake County Office of Education,Non-Urban
691015,Lassen County Office of Education,Non-Urban
691017,Madera County Superintendent of Schools,Non-Urban
691018,Marin County Office of Education,Non-Urban
691019,Mendocino County Office of Education,Non-Urban
691020,Merced County Office of Education,Non-Urban
691021,Monterey County Office of Education,Non-Urban
691022,Napa County Office of Education,Non-Urban
691023,Nevada County Office of Education,Non-Urban
691024,Orange County Department of Education,Non-Urban
691025,Placer County Office of Education,Non-Urban
691026,Riverside County Office of Education,Non-Urban
691027,Sacramento County Office of Education,Non-Urban
691028,San Benito County Office of Education,Non-Urban
691029,San Bernardino County Office of Education,Non-Urban
691030,San Diego County Office of Education,Non-Urban
691031,San Joaquin County Office of Education,Non-Urban
691032,San Luis Obispo County Office of Education,Non-Urban
691033,San Mateo County Office of Education,Non-Urban
691034,Santa Barbara County Office of Education,Non-Urban
691035,Santa Clara County Office of Education,Non-Urban
691036,Santa Cruz County Office of Education,Non-Urban
691037,Shasta County Office of Education,Non-Urban
691038,Siskiyou County Office of Education,Non-Urban
691040,Sonoma County Office of Education,Non-Urban
691041,Stanislaus County Office of Education,Non-Urban
691042,Sutter County Office of Education,Non-Urban
691043,Tehama County Department of Education,Non-Urban
691044,Trinity County Office of Education,Non-Urban
691045,Tulare County Office of Education,Non-Urban
691046,Tuolumne County Superintendent of Schools,Non-Urban
691047,Ventura County Office of Education,Non-Urban
691048,Yuba County Office of Education,Non-Urban
691049,Yolo County Office of Education,Non-Urban
691051,Alameda County Office of Education,Non-Urban
691052,Mono County Office of Education,Non-Urban
691063,Del Norte County Office of Education,Non-Urban
691078,Los Angeles County Office of Education,Non-Urban
691090,Mariposa County Office of Education,Non-Urban
691102,Plumas County Office of Education,Non-Urban
691111,San Francisco County Office of Education,Non-Urban
691122,Solano County Office of Education,Non-Urban
691134,Golden Plains Unified,Urban
691135,Val Verde Unified,Urban
691136,Aromas - San Juan Unified,Urban
691137,Big Oak Flat-Groveland Unified,Urban
800001,Cheyenne County School District No. Re-5,Urban
800004,DENVER 1,Non-Urban
800016,Yuma 1 School District,Urban
800017,Wray RD-2 School District,Urban
800018,Idalia RJ-3 School District,Urban
800019,Liberty J-4 School District,Urban
800020,State Charter School Institute,Non-Urban
800023,Colorado School for the Deaf and Blind,Non-Urban
800282,EDUCATION REENVISIONED BOCES,Non-Urban
800292,Colorado River BOCES,Non-Urban
801920,Academy School District No. 20 in the county of El Paso an,Urban
801950,School District N. 14 in the county of Adams & State of Colo,Urban
801980,Agate School District No. 300,Urban
802010,Aguilar Reorganized School District No. 6,Urban
802040,Akron School District No. R-1,Urban
802070,Alamosa School District No. Re-11J,Urban
802130,South Conejos School District No. Re10,Urban
802190,Archuleta County School District No. 50 Jt,Urban
802220,Arickaree School District No. R-2,Urban
802260,Arriba-Flagler Consolidated School District No. 20,Urban
802280,Aspen School District No. 1 in the county of Pitkin and Sta,Urban
802310,Weld County School District No. Re-9,Urban
802340,Aurora Joint District No. 28 of the counties of Adams and A,Urban
802370,Platte Canyon School District No. 1 of  the county of Park,Urban
802400,Bayfield School District No. 10Jt-R,Urban
802430,Bennett School District No. 29J,Urban
802460,Bethune School District No. R- 5,Urban
802490,Boulder Valley School District No. Re2,Urban
802520,Branson Reorganized School District No. 82,Urban
802550,School District No. Re-10 in the county of Weld and State o,Urban
802580,School District 27J,Urban
802610,School District No. Re-2 Brush,Urban
802640,Buena Vista School District No. R-31,Urban
802670,Burlington Public School District No. RE-6J,Urban
802700,Byers School District No. 32J,Urban
802730,Calhan District No. RJ1,Urban
802760,Campo School District No. Re-6,Urban
802790,Fremont Re-1,Urban
802850,Center Consolidated School District No. 26 Jt. of the count,Urban
802880,Cheraw School District No. 31 in the county of Otero and S,Urban
802910,Cherry Creek School District No. 5 in the county of Arapah,Urban
802940,Cheyenne Mountain School District No. 12 in the county of E,Urban
803000,Clear Creek School District No. Re-1,Urban
803030,Plateau Valley School District No. 50 in the county of Mesa,Urban
803060,Colorado Springs School District No. 11 in the county of E,Urban
803090,Montezuma-Cortez School District No. Re-1,Urban
803120,Fremont Re-3,Urban
803150,Creede School District,Urban
803180,Cripple Creek-Victor School District No. Re-1,Urban
803210,Crowley County School District No. Re-1-J,Urban
803240,De Beque Joint District No. 49 of the counties of Mesa and,Urban
803270,Deer Trail School District No. 26J,Urban
803300,Upper Rio Grande School District C-7,Urban
803330,Delta County Joint District No. 50,Urban
803360,School District No. 1 in the county of Denver and State of C,Urban
803390,Dolores School District No. Re-4A,Urban
803420,Dolores County School District RE-2J,Urban
803450,Douglas County School District No. Re 1,Urban
803480,Durango School District No. 9-R,Urban
803510,Kiowa County School District No. Re-1,Urban
803540,Eagle County School District No. Re 50,Urban
803600,Weld County School District No. Re-2,Urban
803630,Edison Joint District No. 54 of the counties of El Paso and,Urban
803690,Elbert School District No. 200,Urban
803720,ELIZABETH SCHOOL DISTRICT,Urban
803750,Ellicott School District No. 22 in the county of El Paso a,Urban
803780,Englewood School District No. 1 in the county of Arapahoe,Urban
803810,Estes Park School District R-3,Urban
803840,Park County School District No. Re-2,Urban
803870,El Paso County Colorado School District 49,Urban
803930,School District No. Re-3 Frenchman,Urban
803960,Fremont Re-2,Urban
803990,Poudre School District R-1,Urban
804020,Weld re-8 schools,Urban
804050,School District No. Re-3 Fort Morgan,Urban
804080,Fountain School District No. 8 in the county of El Paso an,Urban
804110,Fowler School District No. R4J,Urban
804140,Sierra Grande School District No. R-30,Urban
804200,Weld County Reorganized School District No. Re-1,Urban
804230,Gilpin County School District No. Re-1,Urban
804260,Roaring Fork School District No. Re-1,Urban
804290,Granada School District No. Re-1,Urban
804320,East Grand School District No. 2,Urban
804350,Mesa County Valley School District No. 51,Urban
804380,Grand Valley School District No. 16 in the county of Garfi,Urban
804410,GreeleySchool District No. 6 in the county of Weld and Sta,Urban
804440,School District No. Re-12 in the county of Weld and State of,Urban
804470,Gunnison Watershed School District Re1J,Urban
804500,Hanover School District No. 28 in the county of El Paso an,Urban
804530,Harrison School District No. 2 in the county of El Paso an,Urban
804560,Haxtun School District No. Re-2J,Urban
804590,Hayden School District No. Re 1,Urban
804620,Hinsdale County School District No. Re-1,Urban
804650,Hoehne Reorganized School District No. 3,Urban
804680,Holly School District No. Re-3,Urban
804710,Holyoke School District No. Re-1J,Urban
804740,Genoa-Hugo School District No. C-113,Urban
804770,Ignacio School District No. 11Jt,Urban
804800,Jefferson County School District No. R-1,Urban
804830,Weld County School District No. Re-5J,Urban
804860,Julesburg School District No. Re1,Urban
804890,Karval School District No. Re 23,Urban
804920,Weld County School District RE-3J,Urban
804950,Weld County School District No. Re-7,Urban
804980,Kim Reorganized School District No. 88,Urban
805010,School District No. C-2 in the county of Elbert and State of,Urban
805040,Kit Carson School District No. R-1,Urban
805070,West Grand School District No. 1,Urban
805100,North Conejos School District No. Re1J,Urban
805130,East Otero School District No. R1,Urban
805160,La Veta School District Re-2,Urban
805190,Lake County School District No. R-1,Urban
805220,Lamar School District No. Re-2,Urban
805250,Las Animas School District No. Re-1,Urban
805280,Limon School District No. Re 4J,Urban
805310,Littleton School District No. 6 in the county of Arapahoe,Urban
805340,Lone Star School District No. 101,Urban
805370,St. Vrain Valley School District No. Re1J,Urban
805400,Thompson School District R-2J,Urban
805460,Mancos School District Re-6,Urban
805490,Manitou Springs School District No. 14 in the county of El,Urban
805520,Manzanola Joint District No. 3J of the counties of Otero a,Urban
805550,Mapleton School District No. 1 in the county of Adams & St,Urban
805580,McClave School District No. Re-2,Urban
805610,Meeker School District Re1,Urban
805640,School District No. Re-4 Buffalo,Urban
805670,Miami-Yoder Joint District No. 60 of the counties of El Pas,Urban
805700,Moffat School District No. 2 in the county of Saguache and,Urban
805730,Moffat County School District RE: No. 1,Urban
805760,Monte Vista School District No. C-8,Urban
805790,Montrose County School District Re-1J,Urban
805820,Lewis-Palmer Consolidated School District No. 38 in the co,Urban
805850,West End School District No. Re-2,Urban
805880,Norwood School District No. R-2J,Urban
805910,South Routt School District No. Re 3,Urban
805940,Otis School District No. R-3,Urban
805970,Ouray School District No. R-1 of  the county of Ouray and,Urban
806000,Revere School District,Urban
806030,School District No. Re-5 Plateau,Urban
806060,Peyton School District No. 23 in the county of El Paso and,Urban
806090,Pritchett School District No. Re-3,Urban
806120,Pueblo School District No. 60 in the county of Pueblo and,Urban
806150,Pueblo County School District 70,Urban
806180,Rangely School District RE4,Urban
806210,Ridgway School District No. R-2  of  the county of Ouray a,Urban
806240,Garfield School District No. Re-2,Urban
806270,Rocky Ford School District No. R2,Urban
806300,Mountain Valley School District No. Re 1,Urban
806330,Salida School District No. R-32,Urban
806360,Centennial School District No. R-1,Urban
806390,Sanford School District No. 6 in the county of Conejos and,Urban
806420,Sangre de Cristo School District No. Re-22J,Urban
806450,Sargent School District No. Re-33J,Urban
806480,School District No. 3 in the county of El Paso and State of,Urban
806510,Hi-Plains R-23,Urban
806540,Sheridan School District No. 2,Urban
806570,Silverton School District No. 1 in the county of San Juan,Urban
806600,Big Sandy School District No. 100J,Urban
806630,Springfield School District No. Re-4,Urban
806660,Steamboat Springs School District No. Re 2,Urban
806690,School District No. Re-1 Valley,Urban
806720,School District No. Re-11 in the county of Weld and State of,Urban
806750,Strasburg School District 31J,Urban
806780,School District No. R-4 in the county of Kit Carson and Stat,Urban
806810,Summit School District No. Re 1,Urban
806840,Swink School District No. 33 in the county of Otero and St,Urban
806870,Telluride School District No. R-1,Urban
806900,Adams 12 Five Star Schools,Urban
806930,Kiowa County School District No. Re-2,Urban
806960,Trinidad School District 1 in the county of Las Animas and,Urban
806990,Vilas School District Re-5,Urban
807050,North Park School District R-1,Urban
807080,Huerfano School District Re-1,Urban
807110,Walsh School District No. Re-1,Urban
807140,School District No. Re-20 Weldon Valley,Urban
807200,Custer County School District Consolidate 1,Urban
807230,Westminster Public Schools,Urban
807260,Primero Reorganized School District No. 2,Urban
807290,School District No. Re-50 Wiggins,Urban
807320,Wiley School District No. Re-13 Jt,Urban
807350,Weld County Reorganized School District No. Re-4,Urban
807380,Woodland Park School District No. Re-2,Urban
807410,Woodlin School District No. R-104,Urban
899200,Centennial BOCES,Non-Urban
899300,San Juan boces,Non-Urban
900002,Connecticut Technical Education and Career System,Non-Urban
900005,Regional School District 19,Urban
900007,Jumoke Academy District,Non-Urban
900009,Odyssey Community School District,Non-Urban
900010,Integrated Day Charter School District,Non-Urban
900011,Interdistrict School for Arts and Comm District,Non-Urban
900014,Common Ground High School District,Non-Urban
900015,The Bridge Academy District,Non-Urban
900016,Side By Side Charter School District,Non-Urban
900018,Explorations District,Non-Urban
900024,Amistad Academy District,Non-Urban
900028,New Beginnings Inc Family Academy District,Non-Urban
900030,Andover School District,Urban
900033,Park City Prep Charter School District,Non-Urban
900060,Ansonia School District,Urban
900070,Area Cooperative Educational Services,Non-Urban
900090,Ashford School District,Urban
900120,Avon School District,Urban
900150,Barkhamsted School District,Urban
900207,Highville Charter School District,Non-Urban
900208,Achievement First Bridgeport Academy District,Non-Urban
900210,Berlin School District,Urban
900212,Achievement First Hartford Academy District,Non-Urban
900214,Elm City College Preparatory School District,Non-Urban
900215,Brass City Charter School District,Non-Urban
900216,Elm City Montessori School District,Non-Urban
900217,Booker T. Washington Academy District,Non-Urban
900219,Great Oaks Charter School District,Non-Urban
900220,Stamford Charter School for Excellence District,Non-Urban
900221,Capital Preparatory Harbor School District,Non-Urban
900226,Goodwin University Educational Services (GUES),Non-Urban
900240,Bethany School District,Urban
900270,Bethel School District,Urban
900330,Bloomfield School District,Urban
900360,Bolton School District,Urban
900390,Bozrah School District,Urban
900420,Branford School District,Urban
900450,Bridgeport School District,Urban
900510,Bristol School District,Urban
900540,Brookfield School District,Urban
900570,Brooklyn School District,Urban
900630,Canaan School District,Urban
900660,Canterbury School District,Urban
900690,Canton School District,Urban
900700,Capitol Region Education Council,Non-Urban
900720,Chaplin School District,Urban
900750,Cheshire School District,Urban
900780,Chester School District,Urban
900810,Clinton School District,Urban
900840,Colchester School District,Urban
900870,Colebrook School District,Urban
900900,Columbia School District,Urban
900910,Cooperative Educational Services,Non-Urban
900930,Cornwall School District,Urban
900960,Coventry School District,Urban
900990,Cromwell School District,Urban
901020,Danbury School District,Urban
901050,Darien School District,Urban
901080,Deep River School District,Urban
901110,Derby School District,Urban
901170,East Granby School District,Urban
901200,East Haddam School District,Urban
901230,East Hampton School District,Urban
901260,East Hartford School District,Urban
901290,East Haven School District,Urban
901320,East Lyme School District,Urban
901350,East Windsor School District,Urban
901360,Eastern Connecticut Regional Educational Service Center (EAS,Non-Urban
901380,Eastford School District,Urban
901410,Easton School District,Urban
901440,Ellington School District,Urban
901470,Enfield School District,Urban
901500,Essex School District,Urban
901530,Fairfield School District,Urban
901560,Farmington School District,Urban
901590,Franklin School District,Urban
901620,Glastonbury School District,Urban
901680,Granby School District,Urban
901710,Greenwich School District,Urban
901740,Griswold School District,Urban
901770,Groton School District,Urban
901800,Guilford School District,Urban
901860,Hamden School District,Urban
901890,Hampton School District,Urban
901920,Hartford School District,Urban
901950,Hartland School District,Urban
902010,Hebron School District,Urban
902040,Kent School District,Urban
902070,Killingly School District,Urban
902130,Lebanon School District,Urban
902160,Ledyard School District,Urban
902190,Lisbon School District,Urban
902220,Litchfield School District,Urban
902280,Madison School District,Urban
902310,Manchester School District,Urban
902340,Mansfield School District,Urban
902370,Marlborough School District,Urban
902400,Meriden School District,Urban
902490,Middletown School District,Urban
902520,Milford School District,Urban
902550,Monroe School District,Urban
902580,Montville School District,Urban
902640,Naugatuck School District,Urban
902670,New Britain School District,Urban
902700,New Canaan School District,Urban
902730,New Fairfield School District,Urban
902760,New Hartford School District,Urban
902790,New Haven School District,Urban
902820,New London School District,Urban
902850,New Milford School District,Urban
902880,Newington School District,Urban
902910,Newtown School District,Urban
902940,Norfolk School District,Urban
902970,North Branford School District,Urban
903000,North Canaan School District,Urban
903030,North Haven School District,Urban
903060,North Stonington School District,Urban
903090,Norwalk School District,Urban
903120,Norwich School District,Urban
903180,Old Saybrook School District,Urban
903210,Orange School District,Urban
903240,Oxford School District,Urban
903270,Plainfield School District,Urban
903300,Plainville School District,Urban
903330,Plymouth School District,Urban
903360,Pomfret School District,Urban
903390,Portland School District,Urban
903420,Preston School District,Urban
903450,Learn,Non-Urban
903480,Putnam School District,Urban
903510,Redding School District,Urban
903515,Regional School District 06,Urban
903520,Regional School District 10,Urban
903530,Regional School District 12,Urban
903535,Regional School District 13,Urban
903536,Regional School District 14,Urban
903537,Regional School District 15,Urban
903538,Regional School District 16,Urban
903539,Regional School District 17,Urban
903540,Regional School District 18,Urban
903570,Regional School District 11,Urban
903600,Regional School District 01,Urban
903630,Regional School District 04,Urban
903660,Regional School District 05,Urban
903720,Regional School District 07,Urban
903750,Regional School District 08,Urban
903780,Regional School District 09,Urban
903810,Ridgefield School District,Urban
903840,Rocky Hill School District,Urban
903900,Salem School District,Urban
903930,Salisbury School District,Urban
903960,Scotland School District,Urban
903990,Seymour School District,Urban
904020,Sharon School District,Urban
904050,Shelton School District,Urban
904080,Sherman School District,Urban
904110,Simsbury School District,Urban
904140,Somers School District,Urban
904170,South Windsor School District,Urban
904230,Southington School District,Urban
904260,Sprague School District,Urban
904290,Stafford School District,Urban
904320,Stamford School District,Urban
904350,Sterling School District,Urban
904380,Stonington School District,Urban
904440,Stratford School District,Urban
904470,Suffield School District,Urban
904500,Thomaston School District,Urban
904530,Thompson School District,Urban
904560,Tolland School District,Urban
904590,Torrington School District,Urban
904620,Trumbull School District,Urban
904650,Union School District,Urban
904680,Vernon School District,Urban
904710,Voluntown School District,Urban
904740,Wallingford School District,Urban
904830,Waterbury School District,Urban
904860,Waterford School District,Urban
904890,Watertown School District,Urban
904920,West Hartford School District,Urban
904950,West Haven School District,Urban
904980,Westbrook School District,Urban
905010,Weston School District,Urban
905040,Westport School District,Urban
905070,Wethersfield School District,Urban
905100,Willington School District,Urban
905130,Wilton School District,Urban
905160,Winchester School District,Urban
905190,Windham School District,Urban
905220,Windsor School District,Urban
905250,Windsor Locks School District,Urban
905280,Wolcott School District,Urban
905310,Woodbridge School District,Urban
905370,Woodstock School District,Urban
905371,Norwich Free Academy District,Non-Urban
905372,The Gilbert School District,Non-Urban
905373,The Woodstock Academy District,Non-Urban
1000004,Charter School of Wilmington,Non-Urban
1000005,Positive Outcomes Charter School,Non-Urban
1000006,East Side Charter School,Non-Urban
1000007,Campus Community School,Non-Urban
1000010,Edison (Thomas A.) Charter School,Non-Urban
1000011,Sussex Academy,Non-Urban
1000014,Kuumba Academy Charter School,Non-Urban
1000015,Newark Charter School,Non-Urban
1000016,Delaware Military Academy,Non-Urban
1000017,Academy of Dover Charter School,Non-Urban
1000018,Providence Creek Academy Charter School,Non-Urban
1000019,MOT Charter School,Non-Urban
1000024,Charter School of New Castle,Non-Urban
1000026,Odyssey Charter School,Non-Urban
1000050,Las Americas Aspira Academy,Non-Urban
1000052,Gateway Charter School,Non-Urban
1000053,Academia Antonia Alonso,Non-Urban
1000054,First State Montessori Academy,Non-Urban
1000055,Early College High School at Del State,Non-Urban
1000057,First State Military Academy,Non-Urban
1000059,Freire Charter School Wilmington,Non-Urban
1000062,Great Oaks Charter School,Non-Urban
1000063,Sussex Montessori School,Non-Urban
1000080,Appoquinimink School District,Urban
1000170,Cape Henlopen School District,Urban
1000180,Caesar Rodney School District,Urban
1000190,Capital School District,Urban
1000200,Christina School District,Urban
1000230,Colonial School District,Urban
1000270,Delmar School District,Urban
1000680,Indian River School District,Urban
1000750,POLYTECH School District,Non-Urban
1000790,Lake Forest School District,Urban
1000810,Laurel School District,Urban
1001080,Milford School District,Urban
1001240,Brandywine School District,Urban
1001280,New Castle County Vocational-Technical School District,Non-Urban
1001300,Red Clay Consolidated School District,Urban
1001530,Seaford School District,Urban
1001620,Smyrna School District,Urban
1001680,Sussex Technical School District,Non-Urban
1001850,Woodbridge School District,Urban
1100005,Cesar Chavez PCS for Public Policy,Non-Urban
1100008,Friendship PCS,Non-Urban
1100009,Elsie Whitlow Stokes Community Freedom PCS,Non-Urban
1100011,Perry Street Preparatory PCS,Non-Urban
1100013,IDEA PCS,Non-Urban
1100014,Maya Angelou PCS,Non-Urban
1100015,Meridian PCS,Non-Urban
1100019,Washington Latin PCS,Non-Urban
1100020,Roots PCS,Non-Urban
1100022,SEED PCS,Non-Urban
1100029,Cedar Tree Academy PCS,Non-Urban
1100030,District of Columbia Public Schools,Urban
1100031,KIPP DC PCS,Non-Urban
1100032,Latin American Montessori Bilingual PCS,Non-Urban
1100034,Thurgood Marshall Academy PCS,Non-Urban
1100035,Capital City PCS,Non-Urban
1100039,Paul PCS,Non-Urban
1100042,DC Bilingual PCS,Non-Urban
1100043,E.L. Haynes PCS,Non-Urban
1100044,Mary McLeod Bethune Day Academy PCS,Non-Urban
1100045,Two Rivers PCS,Non-Urban
1100048,DC Prep PCS,Non-Urban
1100049,Eagle Academy PCS,Non-Urban
1100051,Hope Community PCS,Non-Urban
1100055,Bridges PCS,Non-Urban
1100057,Early Childhood Academy PCS,Non-Urban
1100058,Howard University Middle School of Math and Science PCS,Non-Urban
1100064,St. Coletta Special Education PCS,Non-Urban
1100072,Achievement Preparatory Academy PCS,Non-Urban
1100073,Center City PCS,Non-Urban
1100077,Washington Yu Ying PCS,Non-Urban
1100080,Inspired Teaching Demonstration PCS,Non-Urban
1100081,Shining Stars Montessori Academy PCS,Non-Urban
1100082,Richard Wright PCS for Journalism and Media Arts,Non-Urban
1100083,BASIS DC PCS,Non-Urban
1100084,Creative Minds International PCS,Non-Urban
1100085,DC Scholars PCS,Non-Urban
1100086,Mundo Verde Bilingual PCS,Non-Urban
1100087,DYRS,Non-Urban
1100088,Sela PCS,Non-Urban
1100090,Ingenuity Prep PCS,Non-Urban
1100093,Lee Montessori PCS,Non-Urban
1100096,Harmony DC PCS,Non-Urban
1100097,District of Columbia International School,Non-Urban
1100099,Kingsman Academy PCS,Non-Urban
1100100,Monument Academy PCS,Non-Urban
1100101,The Children's Guild DC PCS,Non-Urban
1100102,Washington Global PCS,Non-Urban
1100103,Washington Leadership Academy PCS,Non-Urban
1100104,Breakthrough Montessori PCS,Non-Urban
1100105,Goodwill Excel Center PCS,Non-Urban
1100106,Rocketship Education DC PCS,Non-Urban
1100109,Digital Pioneers Academy PCS,Non-Urban
1100110,Statesmen College Preparatory Academy for Boys PCS,Non-Urban
1100111,The Sojourner Truth School PCS,Non-Urban
1100112,Capital Village PCS,Non-Urban
1100113,Girls Global Academy PCS,Non-Urban
1100114,I Dream PCS,Non-Urban
