LEAID,lea_name,urbanicity
3680280,DUTCHESS BOCES,Non-Urban
3680300,ERIE 1 BOCES,Non-Urban
3680320,ERIE 2-CHAUTAUQUA-CATTARAUGUS BOCES,Non-Urban
3680340,FRANKLIN-ESSEX-HAMILTON BOCES,Non-Urban
3680380,OTSEGO-DELAWARE-SCHOHARIE-GREENE BOCES,Non-Urban
3680400,HAMILTON-FULTON-MONTGOMERY BOCES,Non-Urban
3680420,HERKIMER-FULTON-HAMILTON-OTSEGO BOCES,Non-Urban
3680440,JEFFERSON-LEWIS-HAMILTON-HERKIMER-ONEIDA BOCES,Non-Urban
3680460,GENESEE VALLEY BOCES,Non-Urban
3680480,MADISON-ONEIDA BOCES,Non-Urban
3680500,MONROE 1 BOCES,Non-Urban
3680520,MONROE 2-ORLEANS BOCES,Non-Urban
3680540,NASSAU BOCES,Non-Urban
3680560,ONEIDA-HERKIMER-MADISON BOCES,Non-Urban
3680580,ONONDAGA-CORTLAND-MADISON BOCES,Non-Urban
3680600,ONTARIO-SENECA-YATES-CAYUGA-WAYNE BOCES,Non-Urban
3680620,ORANGE-ULSTER BOCES,Non-Urban
3680640,ORLEANS-NIAGARA BOCES,Non-Urban
3680660,OSWEGO BOCES,Non-Urban
3680680,PUTNAM-WESTCHESTER BOCES,Non-Urban
3680700,RENSSELAER-COLUMBIA-GREENE BOCES,Non-Urban
3680720,ROCKLAND BOCES,Non-Urban
3680740,SAINT LAWRENCE-LEWIS BOCES,Non-Urban
3680780,SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY BOCES,Non-Urban
3680820,EASTERN SUFFOLK BOCES,Non-Urban
3680860,WESTERN SUFFOLK BOCES,Non-Urban
3680880,SULLIVAN BOCES,Non-Urban
3680900,TOMPKINS-SENECA-TIOGA BOCES,Non-Urban
3680920,ULSTER BOCES,Non-Urban
3680940,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX BOCES,Non-Urban
3680960,WESTCHESTER BOCES,Non-Urban
3680961,LITTLE WATER PREPARATORY CHARTER SCHOOL,Non-Urban
3680962,BUFFALO COMMONS CHARTER SCHOOL,Non-Urban
3680963,CITIZENSHIP AND SCIENCE ACADEMY OF ROCHESTER CHARTER SCHOOL,Non-Urban
3680964,GENESEE COMMUNITY CHARTER SCHOOL-FLOUR CITY CAMPUS,Non-Urban
3680965,ROCHESTER ACADEMY OF SCIENCE CHARTER SCHOOL,Non-Urban
3680966,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 5 LOWER,Non-Urban
3680967,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 5 UPPER,Non-Urban
3680968,DREAM CHARTER SCHOOL HIGHBRIDGE,Non-Urban
3680969,FAMILY LIFE ACADEMY CHARTER SCHOOLS HIGH SCHOOL,Non-Urban
3680970,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL 3,Non-Urban
3680971,STATEN ISLAND HEBREW PUBLIC CHARTER SCHOOL,Non-Urban
3680972,DESTINE PREPARATORY CHARTER SCHOOL,Non-Urban
3680973,ACADEMY CHARTER SCHOOL 2 (THE),Non-Urban
3680974,INTELLECTUS PREPARATORY CHARTER SCHOOL,Non-Urban
3700011,Cumberland County Schools,Urban
3700012,Pitt County Schools,Urban
3700017,Francine Delany New School,Non-Urban
3700020,Chatham Charter,Non-Urban
3700022,Maureen Joy Charter,Non-Urban
3700023,Durham Charter School,Non-Urban
3700025,Quality Education Academy,Non-Urban
3700027,Carter G Woodson School,Non-Urban
3700029,Summit Charter,Non-Urban
3700030,Alamance-Burlington Schools,Urban
3700031,Children's Village Academy,Non-Urban
3700033,The Academy of Moore County,Non-Urban
3700034,Rocky Mount Preparatory,Non-Urban
3700035,Eno River Academy,Non-Urban
3700038,Arapahoe Charter School,Non-Urban
3700040,CIS Academy,Non-Urban
3700043,The Exploris School,Non-Urban
3700045,Magellan Charter,Non-Urban
3700046,Sterling Montessori Academy,Non-Urban
3700049,Sallie B Howard School,Non-Urban
3700050,River Mill Academy,Non-Urban
3700052,Tiller School,Non-Urban
3700053,Woods Charter School,Non-Urban
3700054,Community School of Digital and Visual A,Non-Urban
3700055,Kestrel Heights School,Non-Urban
3700062,Lincoln Charter School,Non-Urban
3700064,Lake Norman Charter,Non-Urban
3700068,Brevard Academy,Non-Urban
3700069,Franklin Academy,Non-Urban
3700070,East Wake Academy,Non-Urban
3700074,Dillard Academy,Non-Urban
3700077,Marjorie Williams Academy,Non-Urban
3700078,Evergreen Community Charter,Non-Urban
3700081,Research Triangle Charter,Non-Urban
3700083,Forsyth Academy,Non-Urban
3700084,Greensboro Academy,Non-Urban
3700085,The Mountain Community Sch,Non-Urban
3700086,American Renaissance School,Non-Urban
3700089,Sugar Creek Charter,Non-Urban
3700090,Alexander County Schools,Urban
3700091,Sandhills Theatre Arts Renaiss,Non-Urban
3700093,Thomas Jefferson Classical Academy,Non-Urban
3700096,Vance Charter School,Non-Urban
3700097,Raleigh Charter High School,Non-Urban
3700099,Quest Academy,Non-Urban
3700101,Washington Montessori,Non-Urban
3700102,Classical Charter Schools of Leland,Non-Urban
3700103,Alpha Academy,Non-Urban
3700104,Piedmont Community Charter,Non-Urban
3700105,Phoenix Academy Inc,Non-Urban
3700106,Success Institute Charter School,Non-Urban
3700107,Metrolina Regional Scholars Academy,Non-Urban
3700108,Cape Fear Center for Inquiry,Non-Urban
3700109,Bethel Hill Charter,Non-Urban
3700110,Bethany Community School,Non-Urban
3700111,Millennium Charter Academy,Non-Urban
3700112,Union Academy Charter School,Non-Urban
3700113,PreEminent Charter School,Non-Urban
3700114,Southern Wake Academy,Non-Urban
3700115,Haliwa-Saponi Tribal School,Non-Urban
3700116,Clover Garden,Non-Urban
3700117,ArtSpace Charter,Non-Urban
3700118,The New Dimensions School,Non-Urban
3700119,Crosscreek Charter School,Non-Urban
3700120,Alleghany County Schools,Urban
3700121,Guilford Preparatory Academy,Non-Urban
3700123,KIPP Gaston College Preparatory,Non-Urban
3700126,Arts Based School,Non-Urban
3700127,Queen's Grant Community School,Non-Urban
3700128,Gray Stone Day School,Non-Urban
3700129,Mountain Discovery Charter School,Non-Urban
3700130,Central Park School For Children,Non-Urban
3700131,Casa Esperanza Montessori,Non-Urban
3700132,The Hawbridge School,Non-Urban
3700133,Carolina International School,Non-Urban
3700135,Community School of Davidson,Non-Urban
3700137,Socrates Academy,Non-Urban
3700138,Two Rivers Community School,Non-Urban
3700139,Voyager Academy,Non-Urban
3700140,Classical Charter Schools of Whiteville,Non-Urban
3700141,Wilmington Preparatory Academy,Non-Urban
3700142,KIPP: Charlotte,Non-Urban
3700143,Charlotte Secondary School,Non-Urban
3700144,Neuse Charter School,Non-Urban
3700145,Pine Lake Preparatory,Non-Urban
3700175,Roxboro Community School,Non-Urban
3700180,Anson County Schools,Urban
3700210,Ashe County Schools,Urban
3700240,Asheboro City Schools,Urban
3700270,Asheville City Schools,Urban
3700300,Avery County Schools,Urban
3700314,Endeavor Charter,Non-Urban
3700315,Triad Math and Science Academy,Non-Urban
3700316,Global Scholars Academy,Non-Urban
3700317,Mountain Island Charter,Non-Urban
3700318,Lake Lure Classical Academy,Non-Urban
3700319,Henderson Collegiate,Non-Urban
3700320,Deaf and Blind Schools,Non-Urban
3700321,Northeast Regional School - Biotech/Agri,Non-Urban
3700322,Bear Grass Charter School,Non-Urban
3700323,North East Carolina Preparatory School,Non-Urban
3700324,Triangle Math and Science Academy,Non-Urban
3700325,The College Preparatory and Leadership A,Non-Urban
3700326,Research Triangle High School,Non-Urban
3700327,Corvian Community School,Non-Urban
3700328,Cornerstone Charter Academy,Non-Urban
3700329,Water's Edge Village School,Non-Urban
3700330,Beaufort County Schools,Urban
3700331,Langtree Charter Academy,Non-Urban
3700332,Island Montessori Charter,Non-Urban
3700333,Invest Collegiate,Non-Urban
3700334,Uwharrie Charter Academy,Non-Urban
3700336,Falls Lake Academy,Non-Urban
3700337,Longleaf School of the Arts,Non-Urban
3700338,Oxford Preparatory School,Non-Urban
3700339,Eastside STREAM Academy,Non-Urban
3700340,Classical Charter Schools of Wilmington,Non-Urban
3700341,Willow Oak Montessori,Non-Urban
3700343,NC Leadership Charter Academy,Non-Urban
3700344,Summerfield Charter Academy,Non-Urban
3700346,Southeastern Academy,Non-Urban
3700347,Cabarrus Charter Academy,Non-Urban
3700348,Z.E.C.A. School of Arts and Technology,Non-Urban
3700349,Thomas Academy,Non-Urban
3700350,Aristotle Preparatory Academy,Non-Urban
3700351,Paul R Brown Leadership Academy,Non-Urban
3700352,The Institute for the Development of You,Non-Urban
3700353,Pinnacle Classical Academy,Non-Urban
3700354,The Expedition School,Non-Urban
3700356,Bradford Preparatory School,Non-Urban
3700358,Cardinal Charter,Non-Urban
3700359,Pioneer Springs Community School,Non-Urban
3700360,Bertie County Schools,Urban
3700361,The Franklin School of Innovation,Non-Urban
3700362,Envision Science Academy,Non-Urban
3700363,Reaching All Minds Academy,Non-Urban
3700364,Wake Forest Charter Academy,Non-Urban
3700367,United Community School,Non-Urban
3700369,Invest Collegiate - Imagine,Non-Urban
3700370,The Capitol Encore Academy,Non-Urban
3700371,Lakeside Charter Academy,Non-Urban
3700372,A.C.E. Academy,Non-Urban
3700374,Stewart Creek High School,Non-Urban
3700375,KIPP Halifax College Preparatory,Non-Urban
3700377,Wayne Preparatory,Non-Urban
3700378,Classical Charter Schools of Southport,Non-Urban
3700379,Wilson Preparatory Academy,Non-Urban
3700381,Anderson Creek Academy,Non-Urban
3700382,Commonwealth High School,Non-Urban
3700384,Excelsior Classical Academy,Non-Urban
3700385,KIPP Durham College Preparatory,Non-Urban
3700386,North Carolina Cyber Academy,Non-Urban
3700387,Youngsville Academy,Non-Urban
3700388,Piedmont Classical High School,Non-Urban
3700389,Shining Rock Classical Academy,Non-Urban
3700390,Bladen County Schools,Urban
3700391,Charlotte Lab School,Non-Urban
3700392,The Math and Science Academy of Charlott,Non-Urban
3700393,VERITAS Community School,Non-Urban
3700394,Northeast Academy of Aerospace & AdvTech,Non-Urban
3700396,Winterville Charter Academy,Non-Urban
3700397,RISE Southeast Raleigh Charter School,Non-Urban
3700398,NC Virtual Academy,Non-Urban
3700399,Concord Lake STEAM Academy,Non-Urban
3700400,Iredell Charter Academy,Non-Urban
3700401,Union Preparatory Academy at Indian Trai,Non-Urban
3700402,Peak Charter Academy,Non-Urban
3700403,Union Day School,Non-Urban
3700404,FernLeaf Community Charter School,Non-Urban
3700405,Matthews Charter Academy,Non-Urban
3700406,Central Wake Charter High School,Non-Urban
3700407,Girls Leadership Academy of Wilmington,Non-Urban
3700408,Gate City Charter Academy,Non-Urban
3700409,Unity Classical Charter School,Non-Urban
3700410,Mallard Creek STEM Academy,Non-Urban
3700411,Movement Charter School,Non-Urban
3700412,American Leadership Academy-Coastal,Non-Urban
3700413,Emereau: Bladen,Non-Urban
3700417,Pine Springs Preparatory Academy,Non-Urban
3700418,Discovery Charter School,Non-Urban
3700419,East Carolina Community School,Non-Urban
3700420,Brunswick County Schools,Urban
3700421,Catamount School,Non-Urban
3700422,Davidson Charter Academy,Non-Urban
3700423,Carolina Charter Academy: CFA,Non-Urban
3700424,East Voyager Academy,Non-Urban
3700425,The Experiential School of Greensboro,Non-Urban
3700426,Monroe Charter Academy,Non-Urban
3700427,Appalachian State U Academy Middle Fork,Non-Urban
3700428,Raleigh Oak Charter School,Non-Urban
3700429,D.C. Virgo Preparatory Academy,Non-Urban
3700430,Johnston Charter Academy,Non-Urban
3700431,Moss Street Partnership School,Non-Urban
3700432,Moore Montessori Community School,Non-Urban
3700433,Rolesville Charter Academy,Non-Urban
3700435,Next Generation Academy,Non-Urban
3700438,Ascend Leadership Academy: Lee County,Non-Urban
3700439,Apprentice Academy HS of NC,Non-Urban
3700441,Jackson Day School,Non-Urban
3700443,Niner University Elementary School,Non-Urban
3700445,Hobgood Charter School,Non-Urban
3700446,Southwest Charlotte STEM Academy,Non-Urban
3700447,Tillery Charter Academy,Non-Urban
3700448,Pocosin Innovative Charter,Non-Urban
3700449,Bonnie Cone Classical Academy,Non-Urban
3700450,Buncombe County Schools,Urban
3700451,Ridgeview Charter School,Non-Urban
3700452,Community Public Charter,Non-Urban
3700453,West Lake Preparatory Academy,Non-Urban
3700454,Steele Creek Preparatory Academy,Non-Urban
3700455,Movement School Eastland,Non-Urban
3700457,Wilmington School of the Arts,Non-Urban
3700459,Achievement Charter Academy,Non-Urban
3700463,Revolution Academy,Non-Urban
3700464,Doral Academy North Carolina,Non-Urban
3700465,Cardinal Charter Acad at Wendell Falls,Non-Urban
3700466,MINA Charter School of Lee County,Non-Urban
3700467,Alamance Community School,Non-Urban
3700469,Asheville PEAK Academy,Non-Urban
3700471,Summit Creek Academy,Non-Urban
3700472,Telra Institute,Non-Urban
3700474,Old Main Stream,Non-Urban
3700475,Faith Academy,Non-Urban
3700477,American Leadership Academy - Johnston,Non-Urban
3700478,Central Carolina Academy,Non-Urban
3700480,Burke County Schools,Urban
3700482,The Math and Science Academy of Apex,Non-Urban
3700483,Oak Hill Charter School,Non-Urban
3700484,Wake Preparatory Academy,Non-Urban
3700485,Movement School Southwest,Non-Urban
3700487,Aggie Academy,Non-Urban
3700488,Carolina Community Academy,Non-Urban
3700489,Appalachian State Univ Academy at Elkin,Non-Urban
3700530,Cabarrus County Schools,Urban
3700580,Caldwell County Schools,Urban
3700600,Camden County Schools,Urban
3700630,Carteret County Public Schools,Urban
3700660,Caswell County Schools,Urban
3700690,Catawba County Schools,Urban
3700720,Chapel Hill-Carrboro City Schools,Urban
3700750,Chatham County Schools,Urban
3700780,Cherokee County Schools,Urban
3700840,Edenton-Chowan Schools,Urban
3700870,Clay County Schools,Urban
3700900,Cleveland County Schools,Urban
3700930,Clinton City Schools,Urban
3700960,Columbus County Schools,Urban
3701080,Currituck County Schools,Urban
3701110,Dare County Schools,Urban
3701140,Davidson County Schools,Urban
3701170,Davie County Schools,Urban
3701200,Duplin County Schools,Urban
3701260,Durham Public Schools,Urban
3701320,Edgecombe County Public Schools,Urban
3701380,Elkin City Schools,Urban
3701500,Winston Salem / Forsyth County Schools,Urban
3701530,Franklin County Schools,Urban
3701620,Gaston County Schools,Urban
3701680,Gates County Schools,Urban
3701770,Graham County Schools,Urban
3701800,Granville County Schools,Urban
3701830,Greene County Schools,Urban
3701920,Guilford County Schools,Urban
3701950,Halifax County Schools,Urban
3702010,Harnett County Schools,Urban
3702040,Haywood County Schools,Urban
3702100,Henderson County Schools,Urban
3702160,Hertford County Schools,Urban
3702190,Hickory City Schools,Urban
3702250,Hoke County Schools,Urban
3702280,Hyde County Schools,Urban
3702310,Iredell-Statesville Schools,Urban
3702340,Jackson County Public Schools,Urban
3702370,Johnston County Public Schools,Urban
3702400,Jones County Schools,Urban
3702430,Kannapolis City Schools,Urban
3702560,Lee County Schools,Urban
3702610,Lenoir County Public Schools,Urban
3702640,Lexington City Schools,Urban
3702680,Lincoln County Schools,Urban
3702760,Macon County Schools,Urban
3702820,Madison County Schools,Urban
3702880,Martin County Schools,Urban
3702940,McDowell County Schools,Urban
3702970,Charlotte-Mecklenburg Schools,Urban
3703000,Mitchell County Schools,Urban
3703060,Montgomery County Schools,Urban
3703090,Moore County Schools,Urban
3703120,Mooresville Graded School District,Urban
3703210,Mount Airy City Schools,Urban
3703270,Nash County Public Schools,Urban
3703310,Craven County Schools,Urban
3703330,New Hanover County Schools,Urban
3703360,Newton Conover City Schools,Urban
3703420,Northampton County Schools,Urban
3703450,Onslow County Schools,Urban
3703480,Orange County Schools,Urban
3703510,Pamlico County Schools,Urban
3703540,Elizabeth City-Pasquotank Public Schools,Urban
3703570,Pender County Schools,Urban
3703600,Perquimans County Schools,Urban
3703630,Person County Schools,Urban
3703720,Polk County Schools,Urban
3703780,Randolph County School System,Urban
3703870,Richmond County Schools,Urban
3703900,Roanoke Rapids City Schools,Urban
3703930,Public Schools of Robeson County,Urban
3703990,Rockingham County Schools,Urban
3704050,Rowan-Salisbury Schools,Urban
3704080,Rutherford County Schools,Urban
3704140,Sampson County Schools,Urban
3704200,Scotland County Schools,Urban
3704320,Stanly County Schools,Urban
3704380,Stokes County Schools,Urban
3704410,Surry County Schools,Urban
3704440,Swain County Schools,Urban
3704500,Thomasville City Schools,Urban
3704530,Transylvania County Schools,Urban
3704590,Tyrrell County Schools,Urban
3704620,Union County Public Schools,Urban
3704650,Vance County Schools,Urban
3704720,Wake County Schools,Urban
3704740,Warren County Schools,Urban
3704800,Washington County Schools,Urban
3704830,Watauga County Schools,Urban
3704880,Wayne County Public Schools,Urban
3704890,Weldon City Schools,Urban
3704920,Whiteville City Schools,Urban
3704950,Wilkes County Schools,Urban
3705020,Wilson County Schools,Urban
3705040,Yadkin County Schools,Urban
3705070,Yancey County Schools,Urban
3800005,MARMOT SCHOOLS,Non-Urban
3800006,ND SCHOOL FOR THE DEAF,Non-Urban
3800014,BISMARCK 1,Urban
3800015,NAUGHTON 25,Urban
3800016,STRASBURG 15,Urban
3800017,LINTON 36,Urban
3800018,CAVALIER 6,Urban
3800021,JAMESTOWN 1,Urban
3800023,SCRANTON 33,Urban
3800024,POWERS LAKE 27,Urban
3800025,KINDRED 2,Urban
3800027,NEW ENGLAND 9,Urban
3800029,DRAKE 57,Urban
3800031,HAZEN 3,Urban
3800032,BEULAH 27,Urban
3800033,FT RANSOM 6,Urban
3800036,RICHLAND 44,Urban
3800038,DICKINSON 1,Urban
3800039,TIOGA 15,Urban
3800040,DAKOTA PRAIRIE 1,Urban
3800041,MAY-PORT CG 14,Urban
3800042,MIDKOTA 7,Urban
3800043,GACKLE-STREETER 56,Urban
3800044,NORTHERN CASS 97,Urban
3800045,ELGIN-NEW LEIPZIG 49,Urban
3800046,MOTT-REGENT 1,Urban
3800047,TGU 60,Urban
3800048,RICHARDTON-TAYLOR 34,Urban
3800049,FESSENDEN-BOWDON 25,Urban
3800050,MOHALL-LANSFORD-SHERWOOD 1,Urban
3800052,CENTER-STANTON 1,Urban
3800053,CARRINGTON 49,Urban
3800054,NORTH BORDER 100,Urban
3800056,FORDVILLE-LANKIN 5,Urban
3800057,LITCHVILLE-MARION 46,Urban
3800058,LEWIS AND CLARK 161,Urban
3800059,NEW ROCKFORD-SHEYENNE 2,Urban
3800060,BARNES COUNTY NORTH 7,Urban
3800061,ENDERLIN AREA 24,Urban
3800389,KIDDER COUNTY 1,Urban
3800390,NORTH STAR 10,Urban
3800392,NEW SALEM-ALMONT 49,Urban
3800397,VALLEY-EDINBURG 118,Urban
3800401,PARK RIVER AREA 8,Urban
3800404,HOPE-PAGE 85,Urban
3800405,WILLISTON BASIN 7,Urban
3800406,GRAFTON 18,Urban
3800825,NEWBURG-UNITED 54,Urban
3801760,ALEXANDER 2,Urban
3801950,ANAMOOSE 14,Urban
3802014,APPLE CREEK 39,Urban
3802170,ASHLEY 9,Urban
3802240,BAKKER 10,Urban
3802380,BEACH 3,Urban
3802530,BELCOURT 7,Urban
3802840,BILLINGS CO 1,Urban
3803060,BOTTINEAU 1,Urban
3803090,BOWBELLS 14,Urban
3803200,BOWMAN CO 1,Urban
3803590,BURKE CENTRAL 36,Urban
3804090,CENTRAL CASS 17,Urban
3804140,CENTRAL VALLEY 3,Urban
3804560,GRIGGS COUNTY CENTRAL 18,Urban
3805040,DEVILS LAKE 1,Urban
3805160,DIVIDE COUNTY 1,Urban
3805340,DRAYTON 19,Urban
3805460,DUNSEITH 1,Urban
3805850,EDGELEY 3,Urban
3805950,EDMORE 2,Urban
3806010,EIGHT MILE 6,Urban
3806090,ELLENDALE 40,Urban
3806210,BELFIELD 13,Urban
3806360,EMERADO 127,Urban
3806690,FAIRMOUNT 18,Urban
3806780,FARGO 1,Urban
3806910,FINLEY-SHARON 19,Urban
3806930,FLASHER 39,Urban
3807170,FT TOTTEN 30,Urban
3807200,FT YATES 4,Urban
3807590,GARRISON 51,Urban
3807830,GLEN ULLIN 48,Urban
3807850,GLENBURN 26,Urban
3808130,GRAND FORKS 1,Urban
3808460,GRENORA 99,Urban
3808710,HANKINSON 8,Urban
3808890,HARVEY 38,Urban
3809000,HATTON EIELSON 7,Urban
3809130,HAZELTON-MOFFIT-BRADDOCK 6,Urban
3809180,HEBRON 13,Urban
3809410,HETTINGER 13,Urban
3809570,HILLSBORO 9,Urban
3809810,HORSE CREEK 32,Urban
3810180,KENMARE 28,Urban
3810260,KENSAL 19,Urban
3810270,KILLDEER 16,Urban
3810500,KULM 7,Urban
3810600,LAKOTA 66,Urban
3810740,LAMOURE 8,Urban
3810810,LANGDON AREA 23,Urban
3810860,LARIMORE 44,Urban
3810980,LEEDS 6,Urban
3811140,LIDGERWOOD 28,Urban
3811430,LISBON 19,Urban
3811540,LITTLE HEART 4,Urban
3811610,LONE TREE 6,Urban
3811700,MADDOCK 9,Urban
3811820,MANDAN 1,Urban
3811850,MANDAREE 36,Urban
3811970,MANNING 45,Urban
3812000,MANVEL 125,Urban
3812020,MAPLE VALLEY 4,Urban
3812030,MAPLETON 7,Urban
3812120,MARMARTH 12,Urban
3812350,MAX 50,Urban
3812430,MCCLUSKY 19,Urban
3812540,MCKENZIE CO 1,Urban
3812660,MEDINA 3,Urban
3812720,MENOKEN 33,Urban
3812920,MIDWAY 128,Urban
3812930,MILNOR 2,Urban
3812990,MINNEWAUKAN 5,Urban
3813030,MINOT 1,Urban
3813050,MINTO 20,Urban
3813200,WILTON 1,Urban
3813230,MONTPELIER 14,Urban
3813400,MT PLEASANT 4,Urban
3813440,MUNICH 19,Urban
3813510,NAPOLEON 2,Urban
3813660,NEDROSE 4,Urban
3813710,NESSON 2,Urban
3813920,NEW TOWN 1,Urban
3814290,NORTH SARGENT 3,Urban
3814340,NORTHWOOD 129,Urban
3814500,OAKES 41,Urban
3814520,OBERON 16,Urban
3814940,PARSHALL 3,Urban
3815150,PINGREE-BUCHANAN 10,Urban
3816050,ROLETTE 29,Urban
3816090,ROOSEVELT 18,Urban
3816130,RUGBY 5,Urban
3816430,SARGENT CENTRAL 6,Urban
3816470,SAWYER 16,Urban
3816510,SELFRIDGE 8,Urban
3816980,SOLEN 3,Urban
3817040,VELVA 1,Urban
3817130,SOUTH HEART 9,Urban
3817170,SOUTH PRAIRIE 70,Urban
3817460,ST JOHN 3,Urban
3817570,STANLEY 2,Urban
3817670,STARKWEATHER 44,Urban
3817760,STERLING 35,Urban
3817910,SURREY 41,Urban
3817940,SWEET BRIAR 17,Urban
3818280,THOMPSON 61,Urban
3818500,TURTLE LAKE-MERCER 72,Urban
3818600,TWIN BUTTES 37,Urban
3818660,UNDERWOOD 8,Urban
3818730,UNITED 7,Urban
3818850,VALLEY CITY 2,Urban
3819020,WAHPETON 37,Urban
3819260,WARWICK 29,Urban
3819290,WASHBURN 4,Urban
3819410,WEST FARGO 6,Urban
3819470,WESTHOPE 17,Urban
3819680,WHITE SHIELD 85,Urban
3820130,WING 28,Urban
3820190,WISHEK 19,Urban
3820310,WYNDMERE 42,Urban
3820340,YELLOWSTONE 14,Urban
3820400,ZEELAND 4,Urban
3900001,Ohio School For The Deaf,Non-Urban
3900002,Ohio School For The Blind,Non-Urban
3900017,Youngstown Community School,Non-Urban
3900019,Constellation Schools: Old Brooklyn Community Elementary,Non-Urban
3900022,Autism Model School,Non-Urban
3900025,Green Inspiration Academy,Non-Urban
3900027,Middlebury Academy,Non-Urban
3900029,City Day Community School,Non-Urban
3900031,Cincinnati College Preparatory Academy,Non-Urban
3900033,Edge Academy The,Non-Urban
3900036,Millennium Community School,Non-Urban
3900038,Summit Academy Akron Elementary School,Non-Urban
3900040,Horizon Science Acad Cleveland,Non-Urban
3900042,Horizon Science Academy Columbus,Non-Urban
3900043,Riverside Academy,Non-Urban
3900047,Richard Allen Academy,Non-Urban
3900052,Invictus High School,Non-Urban
3900053,Towpath Trail High School,Non-Urban
3900056,Toledo School For The Arts,Non-Urban
3900065,Intergenerational School The,Non-Urban
3900068,Constellation Schools: Parma Community,Non-Urban
3900071,Summit Academy Community School for Alternative Learn-Canton,Non-Urban
3900072,T.C.P. World Academy,Non-Urban
3900073,Richard Allen Preparatory,Non-Urban
3900080,Graham School The,Non-Urban
3900081,Cornerstone Academy Community School,Non-Urban
3900083,Dayton Leadership Academies-Dayton View Campus,Non-Urban
3900084,River Gate High School,Non-Urban
3900086,Queen City Career Prep High School,Non-Urban
3900094,Monroe Local,Urban
3900096,Summit Acdy Comm Schl for Alternative Learners of Middletown,Non-Urban
3900097,Summit Academy Community School Alternative Learners -Xenia,Non-Urban
3900098,Summit Academy Akron Middle School,Non-Urban
3900100,Cliff Park High School,Non-Urban
3900101,Marshall High School,Non-Urban
3900102,Constellation Schools: Lorain Community Elementary,Non-Urban
3900103,Constellation Schools: Elyria Community,Non-Urban
3900104,YB Columbus Community School,Non-Urban
3900105,Constellation Schools: Westpark Community Elementary,Non-Urban
3900106,Dohn Community,Non-Urban
3900107,Washington Park Community School,Non-Urban
3900109,Summit Academy Community School Alternative Learners-Lorain,Non-Urban
3900113,Phoenix Community Learning Ctr,Non-Urban
3900117,The Autism Academy Of Learning,Non-Urban
3900118,TRECA Digital Academy,Non-Urban
3900119,Innovation Academy West,Non-Urban
3900121,Hamilton Cnty Math & Science,Non-Urban
3900123,Sciotoville,Non-Urban
3900127,Glass City Academy,Non-Urban
3900129,Pathway School of Discovery,Non-Urban
3900130,Alliance Academy of Cincinnati,Non-Urban
3900138,Wildwood Environmental Academy,Non-Urban
3900145,Tomorrow Center,Non-Urban
3900146,Mahoning Unlimited Classroom,Non-Urban
3900151,GOAL Digital Academy,Non-Urban
3900155,Fairborn Digital Academy,Non-Urban
3900175,Stark High School,Non-Urban
3900176,Black River Career Prep High School,Non-Urban
3900177,Focus Learning Academy of Southwest Columbus,Non-Urban
3900178,Focus Learning Academy of Southeastern Columbus,Non-Urban
3900179,Focus Learning Academy of Northern Columbus,Non-Urban
3900180,Ohio Virtual Academy,Non-Urban
3900181,Hope Academy Northcoast,Non-Urban
3900190,International Acad Of Columbus,Non-Urban
3900192,Great Western Academy,Non-Urban
3900193,Trotwood Preparatory & Fitness Academy,Non-Urban
3900194,Middletown Preparatory & Fitness Academy,Non-Urban
3900203,Alternative Education Academy,Non-Urban
3900211,Constellation Schools: Puritas Community Elementary,Non-Urban
3900212,Constellation Schools: Stockyard Community Elementary,Non-Urban
3900216,North Dayton School Of Science & Discovery,Non-Urban
3900223,Arts & College Preparatory Academy,Non-Urban
3900231,Skyway Career Prep High School,Non-Urban
3900233,Foxfire High School,Non-Urban
3900237,Buckeye United School District,Non-Urban
3900241,Miami Valley Academies,Non-Urban
3900250,Ohio Connections Academy Inc,Non-Urban
3900252,Quaker Digital Academy,Non-Urban
3900276,West Central Learning Academy II,Non-Urban
3900277,Lake Erie International High School,Non-Urban
3900279,Randall Park High School,Non-Urban
3900285,Canton Harbor High School,Non-Urban
3900286,Cleveland Academy for Scholarship Technology and Leadership,Non-Urban
3900291,Constellation Schools: Puritas Community Middle,Non-Urban
3900299,Pinnacle Academy,Non-Urban
3900302,Winterfield Venture Academy,Non-Urban
3900304,Columbus Humanities Arts and Technology Academy,Non-Urban
3900305,A+ Arts Academy,Non-Urban
3900306,Columbus Arts & Technology Academy,Non-Urban
3900307,Columbus Preparatory Academy,Non-Urban
3900308,Orion Academy,Non-Urban
3900309,Apex Academy,Non-Urban
3900313,Northwest School of the Arts,Non-Urban
3900314,Elevated Excellence Academy,Non-Urban
3900315,Emerson Academy,Non-Urban
3900331,Coshocton Opportunity School,Non-Urban
3900337,Summit Academy Transition High School-Cincinnati,Non-Urban
3900338,Summit Academy School - Lorain,Non-Urban
3900339,Summit Academy Middle School - Columbus,Non-Urban
3900341,Heir Force Community School,Non-Urban
3900342,Summit Academy Transition High School-Columbus,Non-Urban
